minute,player,team,xg_shot,psxg_shot,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type,gameweek
19,William Saliba,Arsenal,0.04,,Blocked,11,Right Foot,Volley,Gabriel Martinelli,Shot,,,3
22,Raul Jimenez,Fulham,0.08,,Off Target,15,Right Foot,Volley,Harry Wilson,Pass (Live),,,3
23,Raul Jimenez,Fulham,0.06,,Blocked,15,Left Foot,,Bobby Reid,Pass (Live),Harry Wilson,Pass (Live),3
24,Sasa Lukic,Fulham,0.02,,Off Target,18,Right Foot,,Raul Jimenez,Shot,,,3
24,Joao Palhinha,Fulham,0.04,,Blocked,15,Left Foot,,Sasa Lukic,Shot,,,3
26,Harry Wilson,Fulham,0.03,,Off Target,31,Left Foot,,Andreas Pereira,Pass (Live),Sasa Lukic,Interception,3
31,Bukayo Saka,Arsenal,0.53,,Off Target,4,Head,,Leandro Trossard,Pass (Live),Ben White,Pass (Live),3
32,Gabriel Martinelli,Arsenal,0.04,0.21,Saved,12,Left Foot,,Leandro Trossard,Pass (Live),Declan Rice,Pass (Live),3
40,Gabriel Martinelli,Arsenal,0.09,0.06,Saved,14,Right Foot,,Kai Havertz,Pass (Live),Leandro Trossard,Pass (Live),3
44,Martin Odegaard,Arsenal,0.03,0.07,Saved,26,Left Foot,,Bukayo Saka,Pass (Live),Ben White,Pass (Live),3
48,Bukayo Saka,Arsenal,0.04,0.02,Saved,14,Left Foot,,Martin Odegaard,Pass (Live),Declan Rice,Pass (Live),3
58,Martin Odegaard,Arsenal,0.02,0.02,Saved,27,Left Foot,,Bukayo Saka,Pass (Live),Ben White,Pass (Live),3
61,Martin Odegaard,Arsenal,0.05,,Off Target,13,Left Foot,,Martin Odegaard,Take-On,Ben White,Pass (Live),3
70,Bukayo Saka (pen),Arsenal,0.79,0.99,Goal,13,Left Foot,,Fabio Vieira,Fouled,Gabriel Martinelli,Pass (Live),3
72,Eddie Nketiah,Arsenal,0.25,0.36,Goal,11,Right Foot,,Bukayo Saka,Pass (Live),,,3
87,Joao Palhinha,Fulham,0.11,0.31,Goal,10,Right Foot,Volley,Harrison Reed,Pass (Dead),,,3
90+1,Eddie Nketiah,Arsenal,0.02,,Blocked,23,Right Foot,,Oleksandr Zinchenko,Pass (Live),Fabio Vieira,Pass (Live),3
90+1,Eddie Nketiah,Arsenal,0.07,,Off Target,13,Right Foot,,Oleksandr Zinchenko,Pass (Live),Gabriel Martinelli,Pass (Live),3
90+5,Eddie Nketiah,Arsenal,0.07,,Off Target,10,Head,,Ben White,Pass (Live),Jorginho,Pass (Live),3
90+7,Adama Traore,Fulham,0.21,0.06,Saved,8,Right Foot,,Antonee Robinson,Pass (Dead),,Fouled,3
90+10,Fabio Vieira,Arsenal,0.04,0.17,Saved,18,Left Foot,,William Saliba,Pass (Live),,,3
90+10,Gabriel Jesus,Arsenal,0.14,0.03,Saved,6,Head,,Bukayo Saka,Pass (Dead),Fabio Vieira,Shot,3
90+10,Jakub Kiwior,Arsenal,0.42,,Blocked,5,Right Foot,,Gabriel Jesus,Shot,,,3
2,Lucas Paqueta,West Ham,0.31,,Off Target,4,Left Foot,,Vladimir Coufal,Pass (Dead),Tomas Soucek,Interception,3
6,Michail Antonio,West Ham,0.16,0.06,Saved,14,Left Foot,,Lucas Paqueta,Pass (Live),James Ward-Prowse,Pass (Live),3
15,Billy Gilmour,Brighton,0.04,,Off Target,24,Right Foot,,Pervis Estupinan,Pass (Live),Pascal Gross,Pass (Live),3
19,James Ward-Prowse,West Ham,0.30,,Blocked,7,Left Foot,,Michail Antonio,Pass (Live),,,3
19,James Ward-Prowse,West Ham,0.64,0.97,Goal,3,Right Foot,,James Ward-Prowse,Shot,,,3
21,Evan Ferguson,Brighton,0.10,0.15,Saved,14,Right Foot,,Danny Welbeck,Pass (Live),Billy Gilmour,Pass (Live),3
22,Kaoru Mitoma,Brighton,0.02,,Off Target,14,Right Foot,Volley,Pervis Estupinan,Pass (Live),Billy Gilmour,Pass (Live),3
27,Lewis Dunk,Brighton,0.04,,Blocked,15,Right Foot,,Pascal Gross,Pass (Live),Solly March,Pass (Live),3
27,Solly March,Brighton,0.03,,Blocked,25,Left Foot,,Lewis Dunk,Shot,,,3
29,Billy Gilmour,Brighton,0.16,,Blocked,16,Right Foot,,Adam Webster,Pass (Live),Lewis Dunk,Pass (Live),3
29,Evan Ferguson,Brighton,0.11,,Off Target,11,Right Foot,Volley,Billy Gilmour,Pass (Live),Solly March,Pass (Live),3
41,Pascal Gross,Brighton,0.02,0.04,Saved,27,Right Foot,,Billy Gilmour,Pass (Live),Pervis Estupinan,Pass (Live),3
45+2,Solly March,Brighton,0.12,,Blocked,25,Left Foot,Free kick,Danny Welbeck,Fouled,Billy Gilmour,Pass (Live),3
46,Evan Ferguson,Brighton,0.13,0.70,Saved,9,Head,,Kaoru Mitoma,Pass (Live),Lewis Dunk,Pass (Live),3
48,Danny Welbeck,Brighton,0.04,,Blocked,26,Right Foot,,Pascal Gross,Pass (Live),Billy Gilmour,Pass (Live),3
49,Kaoru Mitoma,Brighton,0.04,,Off Target,10,Right Foot,Volley,Pascal Gross,Pass (Dead),Danny Welbeck,Shot,3
52,Pascal Gross,Brighton,0.03,,Blocked,25,Left Foot,,Danny Welbeck,Pass (Live),Evan Ferguson,Pass (Live),3
53,Jarrod Bowen,West Ham,0.09,,Off Target,14,Left Foot,,Said Benrahma,Pass (Live),Kurt Zouma,Pass (Live),3
56,Emerson Palmieri,West Ham,0.03,,Woodwork,14,Left Foot,,Said Benrahma,Pass (Live),James Ward-Prowse,Pass (Dead),3
57,Lucas Paqueta,West Ham,0.04,0.02,Saved,22,Left Foot,Volley,Said Benrahma,Pass (Live),Said Benrahma,Take-On,3
58,Jarrod Bowen,West Ham,0.58,0.98,Goal,7,Left Foot,,Said Benrahma,Pass (Live),Michail Antonio,Pass (Live),3
62,Evan Ferguson,Brighton,0.02,,Blocked,26,Right Foot,,Solly March,Pass (Live),Pascal Gross,Pass (Live),3
63,Michail Antonio,West Ham,0.08,0.58,Goal,12,Right Foot,,Michail Antonio,Take-On,Jarrod Bowen,Pass (Live),3
66,Pascal Gross,Brighton,0.03,0.25,Saved,26,Left Foot,,Adam Lallana,Pass (Live),Solly March,Pass (Live),3
66,Lewis Dunk,Brighton,0.03,0.09,Saved,9,Head,,Solly March,Pass (Dead),Pascal Gross,Shot,3
68,James Ward-Prowse,West Ham,0.05,0.11,Saved,27,Right Foot,,Said Benrahma,Pass (Live),,,3
71,Michail Antonio,West Ham,0.41,,Off Target,9,Left Foot,,Lucas Paqueta,Pass (Live),James Ward-Prowse,Pass (Live),3
79,Pascal Gross,Brighton,0.07,0.04,Saved,23,Right Foot,,Simon Adingra,Pass (Live),Pascal Gross,Pass (Live),3
80,Evan Ferguson,Brighton,0.03,0.06,Saved,30,Left Foot,,Kaoru Mitoma,Pass (Live),Bart Verbruggen,Pass (Live),3
81,Pascal Gross,Brighton,0.02,0.25,Goal,25,Right Foot,,Pascal Gross,Take-On,Joel Veltman,Pass (Live),3
83,Joao Pedro,Brighton,0.03,,Blocked,16,Right Foot,,Pascal Gross,Pass (Live),Pervis Estupinan,Pass (Live),3
87,Joel Veltman,Brighton,0.07,0.10,Saved,16,Right Foot,Volley,Joao Pedro,Pass (Live),Adam Lallana,Pass (Live),3
90,Joao Pedro,Brighton,0.02,,Blocked,13,Head,,Pascal Gross,Pass (Live),Adam Webster,Pass (Live),3
90+2,Evan Ferguson,Brighton,0.22,0.27,Saved,16,Right Foot,,,,,,3
90+3,Lewis Dunk,Brighton,0.03,,Blocked,10,Head,,Pascal Gross,Pass (Dead),Evan Ferguson,Shot,3
90+4,Lewis Dunk,Brighton,0.02,,Off Target,37,Right Foot,,Adam Lallana,Pass (Live),Pascal Gross,Pass (Live),3
90+7,Jarrod Bowen,West Ham,0.53,0.20,Saved,15,Left Foot,,Emerson Palmieri,Pass (Live),Said Benrahma,Pass (Live),3
7,Erling Haaland,Manchester City,0.03,,Off Target,13,Head,,Bernardo Silva,Pass (Live),Ruben Dias,Pass (Live),3
12,Erling Haaland,Manchester City,0.07,0.04,Saved,11,Head,,Julian Alvarez,Pass (Live),Ruben Dias,Pass (Live),3
13,Erling Haaland,Manchester City,0.03,,Blocked,9,Left Foot,Volley,Julian Alvarez,Pass (Dead),Rodri,Pass (Live),3
13,Nathan Ake,Manchester City,0.06,,Off Target,6,Left Foot,,Erling Haaland,Shot,,,3
15,Kyle Walker,Manchester City,0.02,,Blocked,34,Right Foot,,Josko Gvardiol,Pass (Live),Nathan Ake,Pass (Live),3
26,Mateo Kovacic,Manchester City,0.03,,Blocked,14,Right Foot,,Jack Grealish,Pass (Live),Mateo Kovacic,Pass (Live),3
27,Julian Alvarez,Manchester City,0.17,0.85,Saved,8,Left Foot,,Bernardo Silva,Pass (Live),Ruben Dias,Pass (Live),3
31,Julian Alvarez,Manchester City,0.03,,Off Target,30,Right Foot,Free kick,Bernardo Silva,Fouled,Kyle Walker,Pass (Live),3
37,Erling Haaland (pen),Manchester City,0.79,,Woodwork,13,Left Foot,,,Fouled,Jack Grealish,Pass (Live),3
43,Rodri,Manchester City,0.03,0.03,Saved,27,Right Foot,,Jack Grealish,Pass (Live),Josko Gvardiol,Pass (Live),3
45+1,Jack Grealish,Manchester City,0.26,,Blocked,4,Right Foot,Volley,Bernardo Silva,Pass (Live),Kyle Walker,Pass (Live),3
45+3,Julian Alvarez,Manchester City,0.06,,Blocked,16,Right Foot,,Ruben Dias,Pass (Live),Bernardo Silva,Pass (Live),3
47,Rodri,Manchester City,0.02,,Off Target,32,Left Foot,,Kyle Walker,Pass (Live),Bernardo Silva,Pass (Live),3
48,Rodri,Manchester City,0.07,,Off Target,17,Right Foot,,Bernardo Silva,Pass (Live),Ruben Dias,Pass (Live),3
51,Erling Haaland,Manchester City,0.22,,Off Target,10,Right Foot,,Kyle Walker,Pass (Live),Rodri,Pass (Live),3
55,Jack Grealish,Manchester City,0.02,,Blocked,16,Right Foot,,Josko Gvardiol,Pass (Live),Mateo Kovacic,Pass (Live),3
55,Julian Alvarez,Manchester City,0.06,,Off Target,12,Head,,Kyle Walker,Pass (Live),Rodri,Pass (Live),3
57,Ruben Dias,Manchester City,0.04,,Blocked,27,Left Foot,,Rodri,Pass (Live),Bernardo Silva,Pass (Live),3
58,Rodri,Manchester City,0.07,,Off Target,16,Left Foot,,Jack Grealish,Pass (Live),Mateo Kovacic,Pass (Live),3
61,Erling Haaland,Manchester City,0.36,0.35,Saved,8,Left Foot,,Mateo Kovacic,Pass (Live),Rodri,Pass (Live),3
62,Julian Alvarez,Manchester City,0.08,0.18,Saved,12,Left Foot,,Jack Grealish,Pass (Live),Mateo Kovacic,Pass (Live),3
62,Kyle Walker,Manchester City,0.02,,Off Target,29,Right Foot,,Mateo Kovacic,Pass (Live),Rodri,Pass (Live),3
63,Erling Haaland,Manchester City,0.21,0.45,Goal,4,Head,,Jack Grealish,Pass (Live),Mateo Kovacic,Pass (Live),3
74,Gustavo Hamer,Sheffield Utd,0.15,,Blocked,22,Right Foot,,Yasser Larouci,Pass (Live),,,3
74,Anel Ahmedhodzic,Sheffield Utd,0.03,,Off Target,29,Right Foot,Volley,,,,,3
76,Julian Alvarez,Manchester City,0.03,,Off Target,26,Right Foot,,Bernardo Silva,Pass (Live),Rodri,Pass (Live),3
77,Oliver McBurnie,Sheffield Utd,0.02,,Off Target,13,Head,,Oliver Norwood,Pass (Dead),,,3
79,Julian Alvarez,Manchester City,0.07,0.11,Saved,28,Right Foot,Free kick,Bernardo Silva,Fouled,Julian Alvarez,Pass (Live),3
84,Mateo Kovacic,Manchester City,0.03,0.04,Saved,25,Right Foot,,Jack Grealish,Pass (Live),Mateo Kovacic,Pass (Live),3
85,Jayden Bogle,Sheffield Utd,0.09,0.36,Goal,13,Right Foot,,Benie Adama Traore,Pass (Live),,,3
87,Julian Alvarez,Manchester City,0.20,,Off Target,14,Right Foot,,Phil Foden,Pass (Live),Phil Foden,Take-On,3
88,Erling Haaland,Manchester City,0.35,,Off Target,7,Head,,Bernardo Silva,Pass (Live),Phil Foden,Pass (Live),3
88,Rodri,Manchester City,0.13,0.41,Goal,13,Left Foot,,Kyle Walker,Pass (Live),Erling Haaland,Shot,3
90,Anel Ahmedhodzic,Sheffield Utd,0.32,,Off Target,4,Right Foot,Volley,Oliver McBurnie,Pass (Live),Benie Adama Traore,Pass (Live),3
90+2,Yasser Larouci,Sheffield Utd,0.06,,Off Target,16,Left Foot,,Gustavo Hamer,Pass (Live),Yasser Larouci,Pass (Live),3
90+4,Phil Foden,Manchester City,0.02,,Blocked,22,Left Foot,,Kyle Walker,Pass (Live),Nathan Ake,Pass (Live),3
6,Moussa Diaby,Aston Villa,0.09,,Blocked,15,Left Foot,,Boubacar Kamara,Pass (Live),,,3
8,Ollie Watkins,Aston Villa,0.21,,Off Target,9,Left Foot,,John McGinn,Pass (Live),Ollie Watkins,Pass (Live),3
8,Matty Cash,Aston Villa,0.90,0.99,Goal,2,Right Foot,,Ollie Watkins,Shot,,,3
10,Luca Koleosho,Burnley,0.01,,Off Target,27,Right Foot,,Luca Koleosho,Take-On,Sander Berge,Pass (Live),3
20,Matty Cash,Aston Villa,0.29,0.65,Goal,11,Right Foot,,Moussa Diaby,Pass (Live),Matty Cash,Pass (Live),3
24,Diego Carlos,Aston Villa,0.10,,Off Target,8,Head,,Douglas Luiz,Pass (Dead),,,3
35,Matty Cash,Aston Villa,0.04,0.06,Saved,18,Left Foot,"Deflected, Volley",Lucas Digne,Pass (Live),Douglas Luiz,Pass (Dead),3
36,Ollie Watkins,Aston Villa,0.10,,Off Target,4,Head,,John McGinn,Pass (Dead),Matty Cash,Shot,3
37,Ollie Watkins,Aston Villa,0.17,0.87,Saved,5,Right Foot,,Matty Cash,Pass (Live),,,3
43,Zeki Amdouni,Burnley,0.03,,Off Target,27,Right Foot,,Zeki Amdouni,Take-On,Hannes Delcroix,Pass (Live),3
47,Zeki Amdouni,Burnley,0.03,,Blocked,18,Right Foot,,Luca Koleosho,Pass (Live),,,3
47,Lyle Foster,Burnley,0.13,0.38,Goal,10,Left Foot,Volley,Johann Berg Gudmundsson,Pass (Live),Connor Roberts,Pass (Live),3
50,Hannes Delcroix,Burnley,0.04,,Off Target,13,Left Foot,Volley,Johann Berg Gudmundsson,Pass (Dead),Luca Koleosho,Take-On,3
59,Hannes Delcroix,Burnley,0.02,0.08,Saved,15,Head,,Johann Berg Gudmundsson,Pass (Dead),,,3
60,Matty Cash,Aston Villa,0.02,,Blocked,24,Right Foot,,Ollie Watkins,Pass (Live),Pau Torres,Pass (Live),3
61,Moussa Diaby,Aston Villa,0.08,0.42,Goal,20,Left Foot,,Lucas Digne,Pass (Live),John McGinn,Pass (Live),3
67,Ollie Watkins,Aston Villa,0.37,0.86,Saved,7,Right Foot,,Moussa Diaby,Pass (Live),John McGinn,Pass (Live),3
68,Luca Koleosho,Burnley,0.02,,Off Target,21,Right Foot,,Dara O'Shea,Pass (Live),Hannes Delcroix,Pass (Live),3
75,Nicolo Zaniolo,Aston Villa,0.19,,Blocked,12,Left Foot,,Boubacar Kamara,Pass (Live),Matty Cash,Pass (Live),3
76,Matty Cash,Aston Villa,0.01,,Blocked,16,Left Foot,,,,,,3
79,Ollie Watkins,Aston Villa,0.07,,Blocked,21,Right Foot,,Douglas Luiz,Pass (Live),Nicolo Zaniolo,Pass (Live),3
80,Matty Cash,Aston Villa,0.03,,Blocked,15,Right Foot,,Nicolo Zaniolo,Pass (Live),Ollie Watkins,Pass (Live),3
82,Nicolo Zaniolo,Aston Villa,0.03,,Off Target,26,Left Foot,,,,,,3
85,Jay Rodriguez,Burnley,0.12,,Off Target,20,Right Foot,,Hannes Delcroix,Pass (Live),Josh Cullen,Pass (Live),3
88,Jay Rodriguez,Burnley,0.33,,Off Target,9,Head,,Josh Cullen,Pass (Live),Johann Berg Gudmundsson,Pass (Live),3
1,Joel Matip,Liverpool,0.11,,Off Target,8,Head,,Trent Alexander-Arnold,Pass (Dead),Trent Alexander-Arnold,Pass (Live),3
16,Joelinton,Newcastle Utd,0.06,0.02,Saved,18,Right Foot,,Alexander Isak,Pass (Live),,,3
16,Anthony Gordon,Newcastle Utd,0.02,0.26,Saved,28,Right Foot,Deflected,Joelinton,Pass (Live),Anthony Gordon,Pass (Live),3
17,Luis Diaz,Liverpool,0.08,0.20,Saved,10,Right Foot,,Luis Diaz,Take-On,Dominik Szoboszlai,Pass (Live),3
24,Mohamed Salah,Liverpool,0.03,0.03,Saved,22,Left Foot,,Cody Gakpo,Pass (Live),Dominik Szoboszlai,Pass (Live),3
25,Anthony Gordon,Newcastle Utd,0.51,0.25,Goal,16,Right Foot,,,,,,3
31,Fabian Schar,Newcastle Utd,0.10,,Blocked,23,Right Foot,Free kick,Alexander Isak,Fouled,Joelinton,Pass (Live),3
31,Sandro Tonali,Newcastle Utd,0.02,,Blocked,28,Right Foot,,Fabian Schar,Shot,,,3
36,Miguel Almiron,Newcastle Utd,0.10,0.17,Saved,16,Left Foot,Volley,Miguel Almiron,Pass (Live),Kieran Trippier,Pass (Dead),3
36,Miguel Almiron,Newcastle Utd,0.03,,Off Target,25,Left Foot,Volley,Miguel Almiron,Shot,,,3
38,Miguel Almiron,Newcastle Utd,0.08,,Off Target,21,Left Foot,,Kieran Trippier,Pass (Live),Anthony Gordon,Pass (Live),3
45+1,Dominik Szoboszlai,Liverpool,0.03,,Off Target,35,Right Foot,Free kick,Alexis Mac Allister,Fouled,Wataru Endo,Pass (Live),3
47,Alexander Isak,Newcastle Utd,0.16,0.43,Saved,8,Left Foot,Deflected,Anthony Gordon,Pass (Live),Anthony Gordon,Take-On,3
50,Miguel Almiron,Newcastle Utd,0.13,,Off Target,12,Left Foot,,Joelinton,Pass (Live),Sandro Tonali,Pass (Live),3
54,Anthony Gordon,Newcastle Utd,0.03,0.02,Saved,23,Right Foot,,Bruno Guimaraes,Pass (Live),Bruno Guimaraes,Take-On,3
58,Bruno Guimaraes,Newcastle Utd,0.02,,Off Target,30,Right Foot,,Anthony Gordon,Pass (Live),Dan Burn,Pass (Live),3
62,Joe Gomez,Liverpool,0.01,,Off Target,16,Head,,Andrew Robertson,Pass (Dead),Joe Gomez,Fouled,3
64,Anthony Gordon,Newcastle Utd,0.09,,Off Target,21,Right Foot,,Dan Burn,Pass (Live),Sven Botman,Pass (Live),3
66,Sven Botman,Newcastle Utd,0.07,,Off Target,10,Head,,Kieran Trippier,Pass (Dead),Kieran Trippier,Fouled,3
67,Mohamed Salah,Liverpool,0.14,,Blocked,9,Left Foot,,Diogo Jota,Pass (Live),Mohamed Salah,Pass (Live),3
74,Callum Wilson,Newcastle Utd,0.03,,Off Target,13,Head,,Sean Longstaff,Pass (Live),Miguel Almiron,Pass (Live),3
76,Miguel Almiron,Newcastle Utd,0.16,,Woodwork,16,Left Foot,,Kieran Trippier,Pass (Live),Nick Pope,Pass (Live),3
79,Harvey Barnes,Newcastle Utd,0.08,,Blocked,14,Right Foot,,Joelinton,Pass (Live),Joelinton,Take-On,3
81,Darwin Nunez,Liverpool,0.07,0.68,Goal,18,Right Foot,,Mohamed Salah,Pass (Live),Trent Alexander-Arnold,Pass (Live),3
84,Dominik Szoboszlai,Liverpool,0.04,,Blocked,22,Right Foot,,Mohamed Salah,Tackle,,,3
85,Sven Botman,Newcastle Utd,0.01,,Off Target,15,Head,,Kieran Trippier,Pass (Live),Bruno Guimaraes,Pass (Dead),3
89,Miguel Almiron,Newcastle Utd,0.05,,Blocked,18,Left Foot,,Harvey Barnes,Pass (Live),Matt Targett,Pass (Live),3
89,Sean Longstaff,Newcastle Utd,0.05,0.09,Saved,28,Right Foot,,Bruno Guimaraes,Pass (Live),Matt Targett,Pass (Live),3
90,Callum Wilson,Newcastle Utd,0.07,,Off Target,14,Right Foot,,Kieran Trippier,Pass (Live),Fabian Schar,Pass (Live),3
90+3,Sean Longstaff,Newcastle Utd,0.12,0.10,Saved,10,Right Foot,,Elliot Anderson,Pass (Live),Matt Targett,Pass (Live),3
90+3,Darwin Nunez,Liverpool,0.36,0.84,Goal,14,Right Foot,,Mohamed Salah,Pass (Live),,,3
90+7,Nick Pope,Newcastle Utd,0.03,,Off Target,14,Head,,Sean Longstaff,Fouled,Kieran Trippier,Pass (Live),3
2,Ross Barkley,Luton Town,0.04,,Off Target,21,Right Foot,Volley,Amari'i Bell,Pass (Live),Tahith Chong,Pass (Live),4
13,Said Benrahma,West Ham,0.03,,Off Target,18,Right Foot,Volley,Said Benrahma,Take-On,Emerson Palmieri,Pass (Live),4
14,Tahith Chong,Luton Town,0.03,,Blocked,31,Left Foot,,Marvelous Nakamba,Pass (Live),Carlton Morris,Pass (Live),4
15,Ross Barkley,Luton Town,0.12,,Off Target,15,Left Foot,,Ross Barkley,Take-On,Alfie Doughty,Pass (Live),4
24,Mads Juel Andersen,Luton Town,0.09,,Off Target,8,Head,,Ross Barkley,Pass (Dead),,,4
26,Jarrod Bowen,West Ham,0.03,,Off Target,23,Left Foot,Volley,Nayef Aguerd,Pass (Live),Emerson Palmieri,Pass (Live),4
29,Said Benrahma,West Ham,0.01,,Off Target,26,Right Foot,Volley,Emerson Palmieri,Pass (Live),Said Benrahma,Pass (Live),4
36,Edson Alvarez,West Ham,0.14,,Blocked,19,Right Foot,,Jarrod Bowen,Pass (Live),Jarrod Bowen,Take-On,4
36,Said Benrahma,West Ham,0.08,,Off Target,20,Left Foot,,Edson Alvarez,Pass (Live),Edson Alvarez,Shot,4
37,Jarrod Bowen,West Ham,0.44,0.91,Goal,6,Head,,Lucas Paqueta,Pass (Live),Edson Alvarez,Pass (Live),4
39,Elijah Adebayo,Luton Town,0.08,,Off Target,15,Right Foot,,Amari'i Bell,Pass (Live),Ryan John Giles,Pass (Live),4
41,Carlton Morris,Luton Town,0.04,,Off Target,8,Head,,Ryan John Giles,Pass (Live),Ryan John Giles,Take-On,4
44,Reece Burke,Luton Town,0.15,,Off Target,8,Head,,Ross Barkley,Pass (Dead),Ryan John Giles,Pass (Live),4
44,Tahith Chong,Luton Town,0.18,,Off Target,3,Left Foot,,Reece Burke,Shot,,,4
53,Alfie Doughty,Luton Town,0.01,,Blocked,25,Left Foot,,Alfie Doughty,Take-On,Carlton Morris,Pass (Live),4
54,Said Benrahma,West Ham,0.09,,Blocked,11,Right Foot,,James Ward-Prowse,Take-On,Michail Antonio,Interception,4
57,Elijah Adebayo,Luton Town,0.20,,Blocked,5,Right Foot,Volley,Marvelous Nakamba,Pass (Live),Carlton Morris,Pass (Live),4
57,Elijah Adebayo,Luton Town,0.15,,Off Target,3,Right Foot,,Elijah Adebayo,Shot,,,4
61,Reece Burke,Luton Town,0.04,,Blocked,8,Right Foot,Volley,Ross Barkley,Pass (Dead),Alfie Doughty,Pass (Live),4
61,Reece Burke,Luton Town,0.07,,Off Target,9,Head,,Ross Barkley,Pass (Dead),Reece Burke,Shot,4
63,Said Benrahma,West Ham,0.02,0.03,Saved,16,Right Foot,Volley,Vladimir Coufal,Pass (Live),James Ward-Prowse,Pass (Live),4
83,Carlton Morris,Luton Town,0.13,,Off Target,9,Right Foot,,Pelly Ruddock Mpanzu,Pass (Live),Chiedozie Ogbene,Pass (Live),4
85,Kurt Zouma,West Ham,0.20,0.38,Goal,8,Head,,James Ward-Prowse,Pass (Dead),Lucas Paqueta,Pass (Live),4
90+2,Mads Juel Andersen,Luton Town,0.12,0.76,Goal,8,Head,,Carlton Morris,Pass (Live),Amari'i Bell,Pass (Live),4
90+6,Chiedozie Ogbene,Luton Town,0.03,,Blocked,13,Left Foot,,Cauley Woodrow,Pass (Live),Issa Kabore,Pass (Live),4
10,John Egan,Sheffield Utd,0.05,0.12,Saved,9,Head,,Oliver Norwood,Pass (Dead),Gustavo Hamer,Fouled,4
13,Oliver Norwood,Sheffield Utd,0.03,,Off Target,24,Right Foot,Volley,Gustavo Hamer,Pass (Live),,,4
14,Beto,Everton,0.04,,Blocked,23,Right Foot,,Abdoulaye Doucoure,Pass (Live),Beto,Pass (Live),4
14,Amadou Onana,Everton,0.05,,Blocked,10,Head,,Ashley Young,Pass (Dead),Beto,Shot,4
14,Abdoulaye Doucoure,Everton,0.79,0.90,Saved,4,Right Foot,,Amadou Onana,Shot,,,4
14,Abdoulaye Doucoure,Everton,0.91,0.99,Goal,2,Left Foot,,Abdoulaye Doucoure,Shot,,,4
18,Arnaut Danjuma,Everton,0.13,,Blocked,16,Right Foot,,Abdoulaye Doucoure,Pass (Live),,,4
20,Yasser Larouci,Sheffield Utd,0.02,0.04,Saved,18,Left Foot,,Yasser Larouci,Take-On,,,4
21,Gustavo Hamer,Sheffield Utd,0.08,0.25,Saved,17,Right Foot,,George Baldock,Pass (Live),Gustavo Hamer,Pass (Live),4
29,Arnaut Danjuma,Everton,0.04,,Off Target,13,Left Foot,,,,,,4
31,Abdoulaye Doucoure,Everton,0.05,,Blocked,25,Left Foot,,James Garner,Pass (Live),Idrissa Gana Gueye,Pass (Live),4
33,Cameron Archer,Sheffield Utd,0.12,0.27,Goal,16,Right Foot,,Oliver McBurnie,Pass (Live),Gustavo Hamer,Pass (Live),4
35,Beto,Everton,0.04,,Blocked,9,Right Foot,,Beto,Take-On,,,4
44,Arnaut Danjuma,Everton,0.15,0.69,Saved,4,Right Foot,,Beto,Pass (Live),Beto,Take-On,4
45+3,Cameron Archer,Sheffield Utd,0.06,,Woodwork,22,Right Foot,,Gustavo Hamer,Pass (Live),George Baldock,Pass (Live),4
46,Beto,Everton,0.14,,Off Target,17,Left Foot,,Arnaut Danjuma,Pass (Live),Jarrad Branthwaite,Pass (Live),4
51,Arnaut Danjuma,Everton,0.08,,Blocked,22,Right Foot,Free kick,Arnaut Danjuma,Fouled,Beto,Pass (Live),4
53,Beto,Everton,0.04,,Off Target,9,Head,,Ashley Young,Pass (Dead),Beto,Take-On,4
55,Arnaut Danjuma,Everton,0.70,0.97,Goal,3,Left Foot,,Nathan Patterson,Pass (Live),Beto,Pass (Live),4
56,Abdoulaye Doucoure,Everton,0.04,0.02,Saved,21,Right Foot,Deflected,Amadou Onana,Pass (Live),Beto,Pass (Live),4
58,Yasser Larouci,Sheffield Utd,0.09,,Off Target,12,Left Foot,,Oliver Norwood,Pass (Live),Gustavo Hamer,Pass (Live),4
71,Luke Thomas,Sheffield Utd,0.16,0.69,Saved,4,Left Foot,Volley,Oliver Norwood,Pass (Live),George Baldock,Pass (Dead),4
71,Gustavo Hamer,Sheffield Utd,0.13,,Blocked,15,Right Foot,,Luke Thomas,Shot,,,4
76,Jack Robinson,Sheffield Utd,0.03,,Off Target,18,Left Foot,Volley,Chris Basham,Fouled,,,4
80,Ashley Young,Everton,0.07,0.10,Saved,29,Right Foot,Free kick,Amadou Onana,Fouled,Dwight McNeil,Pass (Live),4
90,Jack Robinson,Sheffield Utd,0.08,,Blocked,15,Right Foot,Volley,George Baldock,Pass (Live),Oliver Norwood,Pass (Live),4
90+6,Dwight McNeil,Everton,0.04,,Blocked,29,Left Foot,,Nathan Patterson,Pass (Dead),,,4
90+9,Oliver McBurnie,Sheffield Utd,0.11,0.14,Saved,9,Head,,Oliver Norwood,Pass (Dead),,,4
90+9,Oliver McBurnie,Sheffield Utd,0.29,0.47,Saved,5,Right Foot,Volley,Oliver McBurnie,Shot,,,4
1,Enzo Fernandez,Chelsea,0.04,,Blocked,21,Left Foot,,Nicolas Jackson,Take-On,Moises Caicedo,Pass (Live),4
2,Raheem Sterling,Chelsea,0.32,,Blocked,5,Left Foot,,Ben Chilwell,Pass (Live),Moises Caicedo,Pass (Live),4
16,Conor Gallagher,Chelsea,0.05,,Off Target,23,Left Foot,,,,,,4
